District Name,Market Name,Commodity,Price Date,tempmax,tempmin,humidity,precip,windspeed,solarradiation,description,soil moisture,soil type,soil ph,N,P,K,WATER REQUIREMENT,Stage Growth,Yield,Day,Month,Year
Kannur,Kannur,Banana - Green,2021-12-19,33.7,24.8,73.5,0.0,11.9,235.2,Partly cloudy throughout the day.,80.15,loamy to humid,6.242528278,101,75,50,3.1,Shooting stage,8.131082842,19,12,2021
Kannur,Kannur,Banana - Green,2021-12-20,33.7,23.7,66.1,0.0,12.2,243.6,Clear conditions throughout the day.,80.475,loamy to humid,6.036079266,93,81,50,4.6,Shooting stage,8.694939585,20,12,2021
Kannur,Kannur,Banana - Green,2021-12-21,33.2,22.1,71.9,0.0,11.9,241.3,Clear conditions throughout the day.,81.275,loamy to humid,5.829898502,95,75,45,4.1,Shooting stage,8.598274209,21,12,2021
Kannur,Kannur,Banana - Green,2021-12-22,32.1,23.1,76.5,0.0,13.3,234.5,Clear conditions throughout the day.,81.075,loamy to humid,6.088064451,107,71,55,0.1,Shooting stage,8.893756294,22,12,2021
Kannur,Kannur,Banana - Green,2021-12-23,32.9,23.4,77.4,0.0,13.0,224.8,Clear conditions throughout the day.,78.8,loamy to humid,6.469370954,83,94,47,4.2,Shooting stage,8.526109661,23,12,2021
Kannur,Kannur,Banana - Green,2021-12-24,32.9,23.6,78.2,0.0,13.3,225.5,Clear conditions throughout the day.,79.25,loamy to humid,5.720726906,102,73,54,5.7,Shooting stage,11.44803854,24,12,2021
Kannur,Kannur,Banana - Green,2021-12-25,33.1,23.7,80.0,0.0,15.8,243.7,Clear conditions throughout the day.,84.875,loamy to humid,5.80766417,86,79,45,5.2,Shooting stage,9.795652174,25,12,2021
Kannur,Kannur,Banana - Green,2021-12-26,32.7,24.1,81.2,0.0,15.1,232.5,Clear conditions throughout the day.,82.2,loamy to humid,5.703381728,117,86,53,0.2,Development and harvesting stage,8.076658477,26,12,2021
Kannur,Kannur,Banana - Green,2021-12-27,33.1,24.2,78.7,0.0,15.1,236.9,Clear conditions throughout the day.,82.675,loamy to humid,6.165001278,111,79,53,5.1,Development and harvesting stage,7.151612903,27,12,2021
Kannur,Kannur,Banana - Green,2021-12-28,33.9,22.9,74.0,0.0,13.3,234.7,Clear conditions throughout the day.,80.5,loamy to humid,6.002481605,95,74,50,6.6,Development and harvesting stage,8.294478528,28,12,2021
Kannur,Kannur,Banana - Green,2021-12-29,34.1,21.1,74.4,0.0,14.8,238.0,Clear conditions throughout the day.,81.8,loamy to humid,6.212369363,91,75,55,6.1,Development and harvesting stage,8.725974026,29,12,2021
Kannur,Kannur,Banana - Green,2021-12-30,34.2,22.4,73.5,0.0,14.4,240.8,Clear conditions throughout the day.,82.175,loamy to humid,5.765308943,93,83,46,0.3,Development and harvesting stage,8.860409146,30,12,2021
Kannur,Kannur,Banana - Green,2021-12-31,33.4,23.7,73.9,0.1,11.9,212.8,Clear conditions throughout the day with afternoon rain.,74.675,loamy to humid,5.740764682,92,85,51,6.0,Development and harvesting stage,10.77995301,31,12,2021
Kannur,Kannur,Banana - Green,2022-01-01,34.1,25.1,72.8,0.0,11.2,203.1,Partly cloudy throughout the day.,71.775,loamy to humid,5.879119455,104,80,54,7.5,Development and harvesting stage,9.209677419,1,1,2022
Kannur,Kannur,Banana - Green,2022-01-02,35.1,25.3,71.9,0.0,12.6,227.5,Partly cloudy throughout the day.,78.0,loamy to humid,6.099478745,103,72,51,7.0,Development and harvesting stage,6.580926181,2,1,2022
Kannur,Kannur,Banana - Green,2022-01-03,34.2,24.4,72.0,0.0,16.6,231.3,Partly cloudy throughout the day.,79.975,loamy to humid,5.674403359,92,75,45,0.5,Development and harvesting stage,7.774358974,3,1,2022
Kannur,Kannur,Banana - Green,2022-01-04,33.9,24.1,71.4,0.0,12.6,244.6,Clear conditions throughout the day.,82.15,loamy to humid,5.694243847,93,85,49,2.3,Development and harvesting stage,7.264224474,4,1,2022
Kannur,Kannur,Banana - Green,2022-01-05,34.4,23.6,75.0,0.0,12.2,225.9,Clear conditions throughout the day.,78.275,loamy to humid,5.905494703,120,87,52,3.8,Development and harvesting stage,8.131082842,5,1,2022
Kannur,Kannur,Banana - Green,2022-01-06,34.2,23.7,76.1,0.0,14.8,242.0,Partly cloudy throughout the day.,83.225,loamy to humid,6.110844721,108,72,46,3.3,Development and harvesting stage,8.694939585,6,1,2022
Kannur,Kannur,Banana - Green,2022-01-07,34.2,24.4,78.3,0.0,11.5,210.4,Partly cloudy throughout the day.,75.05,loamy to humid,6.020445317,105,88,54,0.1,Development and harvesting stage,8.598274209,7,1,2022
Kannur,Kannur,Banana - Green,2022-01-08,33.9,24.1,75.8,0.0,13.0,224.3,Clear conditions throughout the day.,78.275,loamy to humid,6.435917308,98,79,50,3.33,Development and harvesting stage,8.893756294,8,1,2022
Kannur,Kannur,Banana - Green,2022-01-09,34.4,24.1,72.5,0.0,14.4,218.7,Clear conditions throughout the day.,76.4,loamy to humid,5.505393833,111,88,55,4.8,Development and harvesting stage,8.526109661,9,1,2022
Kannur,Kannur,Banana - Green,2022-01-10,33.9,23.2,72.6,0.0,14.8,230.6,Partly cloudy throughout the day.,79.5,loamy to humid,5.677719902,97,74,45,4.3,Development and harvesting stage,11.44803854,10,1,2022
Kannur,Kannur,Banana - Green,2022-01-11,33.4,21.3,73.9,0.0,19.1,239.0,Partly cloudy throughout the day.,83.0,loamy to humid,5.719014989,95,82,48,0.1,Development and harvesting stage,9.795652174,11,1,2022
Kannur,Kannur,Banana - Green,2022-01-12,32.9,20.3,75.3,0.0,20.2,240.8,Partly cloudy throughout the day.,84.075,loamy to humid,6.275572298,89,91,55,4.33,Development and harvesting stage,8.076658477,12,1,2022
Kannur,Kannur,Banana - Green,2022-01-13,33.9,19.3,73.4,0.0,17.6,244.8,Partly cloudy throughout the day.,83.95,loamy to humid,6.275384607,89,85,55,5.8,Development and harvesting stage,7.151612903,13,1,2022
Kannur,Kannur,Banana - Green,2022-01-14,33.4,19.2,69.7,0.0,16.2,242.9,Clearing in the afternoon.,82.2,loamy to humid,6.201911642,118,88,51,5.3,Development and harvesting stage,8.294478528,14,1,2022
Kannur,Kannur,Banana - Green,2022-01-15,34.2,19.6,71.7,0.0,16.6,245.3,Clearing in the afternoon.,83.4,loamy to humid,5.758054257,101,92,45,0.2,Development and harvesting stage,8.725974026,15,1,2022
Kannur,Kannur,Banana - Green,2022-01-16,34.7,20.9,72.3,0.0,16.2,242.5,Partly cloudy throughout the day.,82.75,loamy to humid,6.323933647,99,92,47,5.33,Establishment stage,8.860409146,16,1,2022
Kannur,Kannur,Banana - Green,2022-01-17,33.4,21.8,71.0,0.0,17.6,234.9,Partly cloudy throughout the day.,80.875,loamy to humid,5.901100841,82,77,46,6.8,Establishment stage,10.77995301,17,1,2022
Kannur,Kannur,Banana - Green,2022-01-18,34.1,21.9,69.1,0.1,18.4,245.3,Clearing in the afternoon with early morning rain.,83.225,loamy to humid,5.644486582,90,86,55,6.3,Establishment stage,9.209677419,18,1,2022
Kannur,Kannur,Banana - Green,2022-01-19,34.4,21.9,66.5,0.0,18.0,246.0,Clearing in the afternoon.,82.625,loamy to humid,6.235461772,95,88,52,0.3,Establishment stage,6.580926181,19,1,2022
Kannur,Kannur,Banana - Green,2022-01-20,34.1,20.7,68.9,0.0,18.4,249.3,Partly cloudy throughout the day.,84.15,loamy to humid,6.28236237,104,73,46,8.5,Establishment stage,7.774358974,20,1,2022
Kannur,Kannur,Banana - Green,2022-01-21,32.9,21.0,76.3,0.0,16.9,245.4,Partly cloudy throughout the day.,84.65,loamy to humid,6.356090905,102,73,52,10.0,Establishment stage,7.264224474,21,1,2022
Kannur,Kannur,Banana - Green,2022-01-22,32.7,20.7,75.1,0.0,20.9,245.4,Partly cloudy throughout the day.,85.35,loamy to humid,5.837258235,100,74,52,9.5,Establishment stage,8.131082842,22,1,2022
Kannur,Kannur,Banana - Green,2022-01-23,32.1,19.2,72.7,0.0,21.6,247.8,Clear conditions throughout the day.,85.525,loamy to humid,5.653437902,94,89,48,0.5,Establishment stage,8.694939585,23,1,2022
Kannur,Kannur,Banana - Green,2022-01-24,32.2,18.3,68.3,0.0,22.3,254.2,Becoming cloudy in the afternoon.,86.2,loamy to humid,5.727469947,99,70,46,9.5,Establishment stage,8.598274209,24,1,2022
Kannur,Kannur,Banana - Green,2022-01-25,32.4,18.5,69.7,0.0,17.6,254.4,Clearing in the afternoon.,85.425,loamy to humid,6.200111068,112,87,48,11.0,Establishment stage,8.893756294,25,1,2022
Kannur,Kannur,Banana - Green,2022-01-26,33.4,18.9,71.9,0.0,19.8,233.3,Partly cloudy throughout the day.,81.25,loamy to humid,5.614471478,117,82,45,10.5,Establishment stage,8.526109661,26,1,2022
Kannur,Kannur,Banana - Green,2022-01-27,33.7,20.6,71.5,0.0,16.6,209.1,Partly cloudy throughout the day.,74.3,loamy to humid,6.257369799,96,86,51,1.5,Establishment stage,11.44803854,27,1,2022
Kannur,Kannur,Banana - Green,2022-01-28,35.9,22.4,71.2,0.1,16.9,222.3,Partly cloudy throughout the day with morning rain.,77.625,loamy to humid,6.037430836,113,85,45,10.7,Establishment stage,9.795652174,28,1,2022
Kannur,Kannur,Banana - Green,2022-01-29,34.4,21.7,63.2,0.0,20.9,253.7,Partly cloudy throughout the day.,84.45,loamy to humid,5.760457558,105,93,46,12.2,Establishment stage,8.076658477,29,1,2022
Kannur,Kannur,Banana - Green,2022-01-30,34.7,22.7,67.9,0.0,18.0,249.3,Clear conditions throughout the day.,83.8,loamy to humid,6.158164422,85,89,51,11.7,Establishment stage,7.151612903,30,1,2022
Kannur,Kannur,Banana - Green,2022-01-31,35.4,22.7,69.9,0.0,17.6,253.4,Clear conditions throughout the day.,85.225,loamy to humid,6.387431383,108,94,47,2.7,Establishment stage,8.294478528,31,1,2022
Kannur,Kannur,Banana - Green,2022-02-01,33.4,22.0,73.4,0.0,17.6,254.2,Clear conditions throughout the day.,86.3,loamy to humid,5.891413895,92,81,52,11.6,Establishment stage,8.725974026,1,2,2022
Kannur,Kannur,Banana - Green,2022-02-02,35.1,21.7,76.3,0.0,18.4,254.5,Clear conditions throughout the day.,87.3,loamy to humid,5.725418961,110,71,54,13.1,Establishment stage,8.860409146,2,2,2022
Kannur,Kannur,Banana - Green,2022-02-03,33.7,21.3,75.1,0.0,14.4,257.2,Partly cloudy throughout the day.,86.675,loamy to humid,6.281069505,82,75,55,12.6,Establishment stage,10.77995301,3,2,2022
Kannur,Kannur,Banana - Green,2022-02-04,34.1,19.9,72.6,0.0,20.2,261.3,Becoming cloudy in the afternoon.,88.525,loamy to humid,5.507641778,117,81,53,3.6,Establishment stage,9.209677419,4,2,2022
Kannur,Kannur,Banana - Green,2022-02-05,32.2,17.9,66.6,0.0,15.5,270.5,Partly cloudy throughout the day.,88.15,loamy to humid,6.149934034,91,94,46,7.8,Establishment stage,6.580926181,5,2,2022
Kannur,Kannur,Banana - Green,2022-02-06,33.4,18.8,67.5,0.0,16.6,254.6,Partly cloudy throughout the day.,84.675,loamy to humid,5.849076099,105,95,50,9.3,Establishment stage,7.774358974,6,2,2022
Kannur,Kannur,Banana - Green,2022-02-07,34.1,20.7,74.2,0.0,20.5,256.4,Partly cloudy throughout the day.,87.775,loamy to humid,6.276800323,108,92,53,8.8,Establishment stage,7.264224474,7,2,2022
Kannur,Kannur,Banana - Green,2022-02-08,34.4,20.9,75.1,0.0,19.1,257.8,Partly cloudy throughout the day.,88.0,loamy to humid,5.926824754,86,76,54,0.8,Establishment stage,8.131082842,8,2,2022
Kannur,Kannur,Banana - Green,2022-02-09,33.4,21.3,77.2,0.0,18.0,259.5,Partly cloudy throughout the day.,88.675,loamy to humid,5.519088423,80,77,49,8.8,Establishment stage,8.694939585,9,2,2022
Kannur,Kannur,Banana - Green,2022-02-10,33.2,20.7,75.4,0.0,20.2,261.6,Clear conditions throughout the day.,89.3,loamy to humid,6.079178788,93,94,53,10.3,Establishment stage,8.598274209,10,2,2022
Kannur,Kannur,Banana - Green,2022-02-11,34.4,21.0,62.0,0.0,19.4,264.6,Partly cloudy throughout the day.,86.5,loamy to humid,6.13465588,90,92,55,9.8,Establishment stage,8.893756294,11,2,2022
Kannur,Kannur,Banana - Green,2022-02-12,35.1,21.8,62.0,0.0,19.8,261.4,Clear conditions throughout the day.,85.8,loamy to humid,5.808497604,108,89,53,0.8,Establishment stage,8.526109661,12,2,2022
Kannur,Kannur,Banana - Green,2022-02-13,35.4,22.5,69.0,0.4,18.4,264.0,Clear conditions throughout the day with early morning rain.,87.95,loamy to humid,5.891458107,108,88,55,9.8,Establishment stage,11.44803854,13,2,2022
Kannur,Kannur,Banana - Green,2022-02-14,34.7,22.2,71.8,0.1,20.2,258.6,Clear conditions throughout the day with early morning rain.,87.675,loamy to humid,5.816622479,105,77,52,11.3,Establishment stage,9.795652174,14,2,2022
Kannur,Kannur,Banana - Green,2022-02-15,34.1,22.2,74.5,0.2,19.1,258.4,Clear conditions throughout the day with rain.,88.05,loamy to humid,5.843163161,118,88,52,10.8,Establishment stage,8.076658477,15,2,2022
Kannur,Kannur,Banana - Green,2022-02-16,34.2,22.0,76.6,0.3,18.7,244.2,Partly cloudy throughout the day with rain.,84.95,loamy to humid,6.376756633,101,87,54,1.8,Establishment stage,7.151612903,16,2,2022
Kannur,Kannur,Banana - Green,2022-02-17,34.9,21.9,74.6,0.4,17.3,254.0,Clear conditions throughout the day with rain.,86.575,loamy to humid,5.623615687,95,75,50,10.9,Establishment stage,8.294478528,17,2,2022
Kannur,Kannur,Banana - Green,2022-02-18,34.9,22.0,70.4,0.3,19.4,262.1,Partly cloudy throughout the day with early morning rain.,88.05,loamy to humid,5.91505509,106,85,53,12.4,Establishment stage,8.725974026,18,2,2022
Kannur,Kannur,Banana - Green,2022-02-19,35.4,22.6,69.8,0.0,19.8,271.6,Clear conditions throughout the day.,90.3,loamy to humid,6.458714879,86,95,49,11.8,Establishment stage,8.860409146,19,2,2022
Kannur,Kannur,Banana - Green,2022-02-20,36.4,21.9,72.4,0.0,18.7,271.2,Partly cloudy throughout the day.,90.575,loamy to humid,5.565028635,83,79,55,2.9,Establishment stage,10.77995301,20,2,2022
Kannur,Kannur,Banana - Green,2022-02-21,34.9,22.2,73.5,0.0,17.6,275.1,Partly cloudy throughout the day.,91.55,loamy to humid,6.211833161,85,95,47,6.75,Establishment stage,9.209677419,21,2,2022
Kannur,Kannur,Banana - Green,2022-02-22,34.7,21.4,70.2,0.0,17.6,273.3,Clear conditions throughout the day.,90.275,loamy to humid,6.490074429,109,79,45,8.25,Establishment stage,6.580926181,22,2,2022
Kannur,Kannur,Banana - Green,2022-02-23,35.2,22.3,66.8,0.0,18.7,273.7,Partly cloudy throughout the day.,89.8,loamy to humid,5.590236025,100,76,45,7.75,Establishment stage,7.774358974,23,2,2022
Kannur,Kannur,Banana - Green,2022-02-24,33.4,21.7,68.3,0.0,21.6,277.0,Clear conditions throughout the day.,91.725,loamy to humid,6.225225239,117,86,48,0.25,Establishment stage,7.264224474,24,2,2022
Kannur,Kannur,Banana - Green,2022-02-25,35.7,21.5,71.4,0.0,19.1,278.8,Clearing in the afternoon.,92.325,loamy to humid,6.190757459,114,94,53,7.75,Establishment stage,8.131082842,25,2,2022
Kannur,Kannur,Banana - Green,2022-02-26,35.4,21.8,71.8,0.0,18.7,277.8,Clearing in the afternoon.,92.075,loamy to humid,5.915568968,110,78,50,9.25,Establishment stage,8.694939585,26,2,2022
Kannur,Kannur,Banana - Green,2022-02-27,35.4,22.0,70.6,0.2,20.5,281.0,Clearing in the afternoon with early morning rain.,93.075,loamy to humid,6.195152442,94,70,48,8.75,Establishment stage,8.598274209,27,2,2022
Kannur,Kannur,Banana - Green,2022-02-28,35.1,22.3,72.3,0.3,19.8,273.8,Clearing in the afternoon with early morning rain.,91.55,loamy to humid,6.156373499,80,71,47,0.8,Establishment stage,8.893756294,28,2,2022
Kannur,Kannur,Banana - Green,2022-03-01,35.7,21.9,70.3,0.0,20.5,269.9,Becoming cloudy in the afternoon.,90.175,loamy to humid,6.313197204,114,79,51,8.8,Establishment stage,8.526109661,1,3,2022
Kannur,Kannur,Banana - Green,2022-03-02,35.4,22.3,63.1,0.1,19.4,256.5,Partly cloudy throughout the day with early morning rain.,84.775,loamy to humid,6.324270089,88,78,45,10.3,Establishment stage,11.44803854,2,3,2022
Kannur,Kannur,Banana - Green,2022-03-03,35.4,21.9,47.0,0.0,19.1,292.3,Clearing in the afternoon.,89.6,loamy to humid,5.707488987,112,73,48,9.8,Establishment stage,9.795652174,3,3,2022
Kannur,Kannur,Banana - Green,2022-03-04,35.4,21.8,46.9,0.0,21.6,279.0,Partly cloudy throughout the day.,86.875,loamy to humid,6.119216009,117,76,47,0.8,Establishment stage,8.076658477,4,3,2022
Kannur,Kannur,Banana - Green,2022-03-05,34.9,22.4,58.8,0.0,23.8,288.1,Becoming cloudy in the afternoon.,92.675,loamy to humid,5.571401169,111,87,48,9.75,Establishment stage,7.151612903,5,3,2022
Kannur,Kannur,Banana - Green,2022-03-06,35.4,22.3,68.7,0.0,20.9,276.4,Partly cloudy throughout the day.,91.5,loamy to humid,5.63127166,89,83,47,11.25,Establishment stage,8.294478528,6,3,2022
Kannur,Kannur,Banana - Green,2022-03-07,35.9,21.4,67.5,0.6,21.6,300.6,Partly cloudy throughout the day with rain.,97.575,loamy to humid,6.101241579,93,91,47,10.75,Establishment stage,8.725974026,7,3,2022
Kannur,Kannur,Banana - Green,2022-03-08,35.7,23.2,72.8,0.5,19.1,274.3,Clearing in the afternoon with rain.,91.675,loamy to humid,6.438137279,92,81,52,1.75,Establishment stage,8.860409146,8,3,2022
Kannur,Kannur,Banana - Green,2022-03-09,35.1,22.6,72.9,4.7,20.5,282.8,Clear conditions throughout the day with rain clearing later.,95.225,loamy to humid,6.098369122,105,74,45,5.45,Establishment stage,10.77995301,9,3,2022
Kannur,Kannur,Banana - Green,2022-03-10,36.1,23.6,71.9,1.4,18.0,285.8,Clear conditions throughout the day with early morning rain.,94.275,loamy to humid,5.695267822,102,71,48,6.95,Establishment stage,9.209677419,10,3,2022
Kannur,Kannur,Banana - Green,2022-03-11,35.2,23.8,73.5,0.5,20.2,287.9,Clear conditions throughout the day with early morning rain.,95.525,loamy to humid,5.618094446,94,91,51,6.45,Establishment stage,6.580926181,11,3,2022
Kannur,Kannur,Banana - Green,2022-03-12,35.7,23.1,77.3,1.2,22.7,288.2,Clear conditions throughout the day with rain clearing later.,97.35,loamy to humid,6.435785799,116,71,47,0.3,Establishment stage,7.774358974,12,3,2022
Kannur,Kannur,Banana - Green,2022-03-13,35.7,23.5,69.0,0.4,21.6,287.3,Partly cloudy throughout the day with early morning rain.,94.575,loamy to humid,6.176644228,117,79,49,6.5,Establishment stage,7.264224474,13,3,2022
Kannur,Kannur,Banana - Green,2022-03-14,36.1,23.6,68.3,0.1,21.2,289.8,Partly cloudy throughout the day with early morning rain.,94.85,loamy to humid,6.220643671,119,72,55,8.0,Establishment stage,8.131082842,14,3,2022
Kannur,Kannur,Banana - Green,2022-03-15,35.9,24.4,74.0,0.2,19.4,281.9,Partly cloudy throughout the day with rain.,93.875,loamy to humid,5.871702211,99,73,53,7.5,Establishment stage,8.694939585,15,3,2022
Kannur,Kannur,Banana - Green,2022-03-16,35.4,23.8,75.9,0.5,23.0,270.8,Partly cloudy throughout the day with early morning rain.,92.55,loamy to humid,6.390741836,91,84,52,0.5,Establishment stage,8.598274209,16,3,2022
Kannur,Kannur,Banana - Green,2022-03-17,35.7,24.6,75.2,0.4,20.2,275.3,Partly cloudy throughout the day with rain clearing later.,92.775,loamy to humid,6.21084479,80,90,47,7.6,Establishment stage,8.893756294,17,3,2022
Kannur,Kannur,Banana - Green,2022-03-18,34.2,24.3,75.1,0.3,20.2,255.8,Partly cloudy throughout the day with early morning rain.,87.85,loamy to humid,6.012696655,101,70,48,9.1,Establishment stage,8.526109661,18,3,2022
Kannur,Kannur,Banana - Green,2022-03-19,35.9,24.7,75.4,2.1,21.6,217.3,Partly cloudy throughout the day with a chance of rain throughout the day.,79.1,loamy to humid,5.908770059,108,89,53,8.6,Establishment stage,11.44803854,19,3,2022
Kannur,Kannur,Banana - Green,2022-03-20,32.4,24.0,75.8,0.7,15.8,262.7,Clearing in the afternoon with rain.,88.75,loamy to humid,6.049801781,100,80,52,0.8,Establishment stage,9.795652174,20,3,2022
Kannur,Kannur,Banana - Green,2022-03-21,34.9,23.9,74.2,0.5,20.5,289.3,Clear conditions throughout the day with rain.,96.125,loamy to humid,6.010095853,109,91,53,8.5,Establishment stage,8.076658477,21,3,2022
Kannur,Kannur,Banana - Green,2022-03-22,34.7,25.1,75.0,1.1,22.0,281.5,Clearing in the afternoon with rain.,94.9,loamy to humid,5.738678895,82,78,46,10.0,Establishment stage,7.151612903,22,3,2022
Kannur,Kannur,Banana - Green,2022-03-23,34.7,25.5,79.0,4.6,19.8,265.8,Partly cloudy throughout the day with a chance of rain throughout the day.,92.3,loamy to humid,5.74055541,106,70,55,9.5,Establishment stage,8.294478528,23,3,2022
Kannur,Kannur,Banana - Green,2022-03-24,34.2,25.7,74.6,4.0,13.3,260.4,Partly cloudy throughout the day with a chance of rain throughout the day.,88.075,loamy to humid,5.793260262,90,86,52,0.5,Establishment stage,8.725974026,24,3,2022
Kannur,Kannur,Banana - Green,2022-03-25,35.1,25.1,76.0,1.5,14.0,286.5,Partly cloudy throughout the day with rain in the morning and afternoon.,94.5,loamy to humid,5.50947065,83,95,50,6.7,Establishment stage,8.860409146,25,3,2022
Kannur,Kannur,Banana - Green,2022-03-26,35.4,25.3,74.7,0.3,19.8,272.0,Partly cloudy throughout the day with rain in the morning and afternoon.,91.7,loamy to humid,5.986442306,119,90,48,8.2,Establishment stage,10.77995301,26,3,2022
Kannur,Kannur,Banana - Green,2022-03-27,35.7,25.1,75.8,3.8,21.2,300.0,Clear conditions throughout the day with rain.,100.2,loamy to humid,5.790768046,107,72,45,7.7,Vegetative stage,9.209677419,27,3,2022
Kannur,Kannur,Banana - Green,2022-03-28,34.9,25.4,76.6,0.0,21.6,308.1,Clear conditions throughout the day.,101.575,loamy to humid,5.915546415,116,81,55,0.5,Vegetative stage,6.580926181,28,3,2022
Kannur,Kannur,Banana - Green,2022-03-29,35.7,25.1,73.4,0.0,18.7,303.0,Clear conditions throughout the day.,98.775,loamy to humid,6.242528278,101,75,50,7.7,Vegetative stage,7.774358974,29,3,2022
Kannur,Kannur,Banana - Green,2022-03-30,35.9,25.4,72.9,0.5,19.8,302.1,Clear conditions throughout the day with rain.,98.825,loamy to humid,6.036079266,93,81,50,9.2,Vegetative stage,7.264224474,30,3,2022
Kannur,Kannur,Banana - Green,2022-03-31,35.4,25.0,75.1,3.4,19.4,303.2,Partly cloudy throughout the day with a chance of rain throughout the day.,100.275,loamy to humid,5.829898502,95,75,45,8.7,Vegetative stage,8.131082842,31,3,2022
Kannur,Kannur,Banana - Green,2022-04-01,35.7,25.1,78.7,6.7,18.7,296.0,Partly cloudy throughout the day with a chance of rain throughout the day.,100.025,loamy to humid,6.088064451,107,71,55,0.8,Vegetative stage,8.694939585,1,4,2022
Kannur,Kannur,Banana - Green,2022-04-02,34.7,25.0,77.0,3.6,17.3,290.7,Partly cloudy throughout the day with a chance of rain throughout the day.,97.15,loamy to humid,6.469370954,83,94,47,8.7,Vegetative stage,8.598274209,2,4,2022
Kannur,Kannur,Banana - Green,2022-04-03,35.7,24.8,74.9,0.7,19.4,306.0,Partly cloudy throughout the day with a chance of rain throughout the day.,100.25,loamy to humid,5.720726906,102,73,54,10.2,Vegetative stage,8.893756294,3,4,2022
Kannur,Kannur,Banana - Green,2022-04-04,36.1,24.7,75.0,1.0,20.2,314.3,Partly cloudy throughout the day with early morning rain.,102.625,loamy to humid,5.80766417,86,79,45,9.7,Vegetative stage,8.526109661,4,4,2022
Kannur,Kannur,Banana - Green,2022-04-05,35.2,25.5,77.5,3.2,18.0,298.5,Partly cloudy throughout the day with a chance of rain throughout the day.,99.3,loamy to humid,5.703381728,117,86,53,0.7,Vegetative stage,11.44803854,5,4,2022
Kannur,Kannur,Banana - Green,2022-04-06,35.2,24.8,76.5,2.0,18.4,305.7,Partly cloudy throughout the day with a chance of rain throughout the day.,100.65,loamy to humid,6.165001278,111,79,53,9.5,Vegetative stage,9.795652174,6,4,2022
Kannur,Kannur,Banana - Green,2022-04-07,35.1,25.0,77.5,0.3,20.5,318.1,Partly cloudy throughout the day with rain.,104.1,loamy to humid,6.002481605,95,74,50,11.0,Vegetative stage,8.076658477,7,4,2022
Kannur,Kannur,Banana - Green,2022-04-08,35.1,26.3,80.1,4.1,18.0,255.8,Partly cloudy throughout the day with a chance of rain throughout the day.,89.5,loamy to humid,6.212369363,91,75,55,10.5,Vegetative stage,7.151612903,8,4,2022
Kannur,Kannur,Banana - Green,2022-04-09,33.7,25.2,80.3,3.8,18.0,273.7,Partly cloudy throughout the day with a chance of rain throughout the day.,93.95,loamy to humid,5.765308943,93,83,46,1.5,Vegetative stage,8.294478528,9,4,2022
Kannur,Kannur,Banana - Green,2022-04-10,33.7,25.6,79.7,29.5,16.9,244.0,Partly cloudy throughout the day with a chance of rain throughout the day.,92.525,loamy to humid,5.740764682,92,85,51,5.62,Vegetative stage,8.725974026,10,4,2022
Kannur,Kannur,Banana - Green,2022-04-11,33.1,25.5,77.5,0.8,19.8,280.5,Partly cloudy throughout the day with rain.,94.65,loamy to humid,5.879119455,104,80,54,7.12,Vegetative stage,8.860409146,11,4,2022
Kannur,Kannur,Banana - Green,2022-04-12,33.1,26.5,78.1,4.5,18.0,225.8,Cloudy skies throughout the day with rain.,81.6,loamy to humid,6.099478745,103,72,51,6.62,Vegetative stage,10.77995301,12,4,2022
Kannur,Kannur,Banana - Green,2022-04-13,31.1,25.8,77.2,2.9,13.7,151.7,Cloudy skies throughout the day with rain.,61.375,loamy to humid,5.674403359,92,75,45,0.3,Vegetative stage,9.209677419,13,4,2022
Kannur,Kannur,Banana - Green,2022-04-14,32.4,23.6,82.5,4.6,11.9,82.8,Cloudy skies throughout the day with a chance of rain throughout the day.,45.45,loamy to humid,5.694243847,93,85,49,6.62,Vegetative stage,6.580926181,14,4,2022
Kannur,Kannur,Banana - Green,2022-04-15,33.1,24.6,73.2,0.7,15.8,309.2,Partly cloudy throughout the day with rain.,99.725,loamy to humid,5.905494703,120,87,52,8.12,Vegetative stage,7.774358974,15,4,2022
Kannur,Kannur,Banana - Green,2022-04-16,34.7,25.7,74.5,3.6,15.5,293.7,Partly cloudy throughout the day with rain.,96.825,loamy to humid,6.110844721,108,72,46,7.62,Vegetative stage,7.264224474,16,4,2022
Kannur,Kannur,Banana - Green,2022-04-17,34.9,25.6,73.3,3.3,15.5,286.5,Partly cloudy throughout the day with rain.,94.65,loamy to humid,6.020445317,105,88,54,0.5,Vegetative stage,8.131082842,17,4,2022
Kannur,Kannur,Banana - Green,2022-04-18,34.4,25.1,74.7,6.8,17.6,292.2,Partly cloudy throughout the day with a chance of rain throughout the day.,97.825,loamy to humid,6.435917308,98,79,50,7.7,Vegetative stage,8.694939585,18,4,2022
Kannur,Kannur,Banana - Green,2022-04-19,34.1,25.4,76.1,4.4,21.6,274.0,Partly cloudy throughout the day with rain.,94.025,loamy to humid,5.505393833,111,88,55,9.2,Vegetative stage,8.598274209,19,4,2022
Kannur,Kannur,Banana - Green,2022-04-20,35.2,25.1,73.9,0.0,15.8,313.7,Partly cloudy throughout the day.,100.85,loamy to humid,5.677719902,97,74,45,8.7,Vegetative stage,8.893756294,20,4,2022
